ingredient_name,form_id,effect_name,effect_form_id,base_cost,magnitude,duration,power_affects_magnitude,power_affects_duration,no_magnitude,no_duration,beneficial,harmful,hostile,duration_based,keyword_editor_ids,source_effect_form_id,resolved_effect_form_id
Gravedust,0x80D0439,Drain Intelligence,0x804C7FB,0.67,3.03,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDrainIntelligence_CACO,0x804C7FB,0x804C7FB
Gravedust,0x80D0439,Damage Undead,0x10DE5F,8.3,6.95,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
Gravedust,0x80D0439,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Gravetar,0x1CCA139,Fear,0x73F20,0.62,3.36,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFear,0x73F20,0x73F20
Gravetar,0x1CCA139,Resist Frost,0x3EAEB,0.365,2.42,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Gravetar,0x1CCA139,Ravage Health,0x73F26,0.55,7.3,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Gravetar,0x1CCA139,Fortify Two-handed,0x3EB1A,0.325,2.52,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Green Tench,0x832608E,Poison Aversion,0x90042,0.39,4.36,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Green Tench,0x832608E,Fortify Two-handed,0x3EB1A,0.325,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Green Tench,0x832608E,Resist Shock,0x3EAEC,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Green Tench,0x832608E,Ravage Health,0x73F26,0.55,4.17,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Gudgeon,0x832608D,Resist Disease,0x806AE45,0.015,100,2165,0,1,0,0,1,0,0,1,MagicAlchResistDisease_CACO;MagicAlchBeneficial;MagicAlchDurationBased,0x806AE45,0x806AE45
Gudgeon,0x832608D,Health Regeneration,0x3EB06,0.0252,8.3,180,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Gudgeon,0x832608D,Lingering Damage Health,0x10AA4A,12.4,0.42,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Gudgeon,0x832608D,Health Fortification,0x3EAF3,0.13,4.44,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Hackle-Lo Leaf,0xFE00482E,Stamina,0x3EB16,4.7,11,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Hackle-Lo Leaf,0xFE00482E,Paralysis,0x73F30,204,0,53,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful;MagicAlchDurationBased,0x73F30,0x73F30
Hackle-Lo Leaf,0xFE00482E,Waterbreathing,0x3AC2D,7.7,0,665,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Hackle-Lo Leaf,0xFE00482E,Fortify Restoration,0x3EB28,0.235,2.7,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28
Hagraven Claw,0x6B689,Fortify Enchanting,0x3EB29,0.71,1.61,60,1,0,0,0,1,0,0,0,MagicAlchFortifyEnchanting;MagicAlchBeneficial,0x3EB29,0x3EB29
Hagraven Claw,0x6B689,Fortify Speech,0xD6947,0.27,3.58,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Hagraven Claw,0x6B689,Drain Strength,0x80476F6,0.67,3.03,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Hagraven Claw,0x6B689,Resist Magic,0x39E51,1.24,0.9,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51
Hagraven Feathers,0x3AD66,Shock Aversion,0x73F2F,0.32,5.12,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessShock,0x73F2F,0x73F2F
Hagraven Feathers,0x3AD66,Damage Magicka,0x3A2B6,4.6,12.21,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Hagraven Feathers,0x3AD66,Fortify Conjuration,0x3EB25,0.172,4.56,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Hagraven Feathers,0x3AD66,Frenzy,0x73F29,0.62,2.8,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29
Hanging Moss,0x57F91,Damage Magicka Regen,0x73F2B,0.36,2.51,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Hanging Moss,0x57F91,Stamina Fortification,0x3EAF9,0.13,2.78,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Hanging Moss,0x57F91,Fortify One-handed,0x3EB19,0.325,1.68,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19
Hanging Moss,0x57F91,Damage Magicka,0x3A2B6,4.6,3.89,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Hanging Moss Extract,0x85A46D4,Damage Magicka Regen,0x73F2B,0.36,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Hanging Moss Extract,0x85A46D4,Stamina Fortification,0x3EAF9,0.13,5.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Hanging Moss Extract,0x85A46D4,Fortify One-handed,0x3EB19,0.325,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19
Hanging Moss Extract,0x85A46D4,Damage Magicka,0x3A2B6,4.6,11.1,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Hawk Beak,0xE7EBC,Feather,0x3EB01,0.047,4.3,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Hawk Beak,0xE7EBC,Resist Shock,0x3EAEC,0.365,2.42,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Hawk Beak,0xE7EBC,Fortify Archery,0x3EB1B,0.325,2.94,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Hawk Beak,0xE7EBC,Stamina Regeneration,0x3EB08,0.0252,8.3,180,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Hawk Egg,0x300F1CC,Damage Undead,0x10DE5F,8.3,7.65,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
Hawk Egg,0x300F1CC,Night Eye,0x804C7FD,10.5,0,732,0,1,1,0,1,0,0,1,MagicNightEye;MagicAlchBeneficial;MagicAlchDurationBased,0x804C7FD,0x804C7FD
Hawk Egg,0x300F1CC,Fortify Smithing,0x3EB1D,1.52,1.4,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D
Hawk Egg,0x300F1CC,Lingering Damage Undead,0x10DE5E,12.8,0.24,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Hawk Feathers,0xE7ED0,Speed,0x80425F1,0.098,3.75,60,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Hawk Feathers,0xE7ED0,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Hawk Feathers,0xE7ED0,Fortify Light Armor,0x3EB1F,0.51,1.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyLightArmor;MagicAlchBeneficial,0x3EB1F,0x3EB1F
Hawk Feathers,0xE7ED0,Fortify One-handed,0x3EB19,0.325,1.68,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19
Heart of Order,0xFE004851,Health,0x3EB15,5.3,11.3,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Heart of Order,0xFE004851,Health Fortification,0x3EAF3,0.13,5.56,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Heart of Order,0xFE004851,Fortify One-handed,0x3EB19,0.325,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19
Heart of Order,0xFE004851,Fortify Two-handed,0x3EB1A,0.325,2.5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Heather,0x8A100B3,Damage Stamina Regen,0x73F2C,0.345,2.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Heather,0x8A100B3,Fortify Speech,0xD6947,0.27,1.65,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Heather,0x8A100B3,Slow,0x73F25,0.3,50,201,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Heather,0x8A100B3,Fortify Lockpicking,0x3EB21,0.58,1.4,30,1,0,0,0,1,0,0,0,MagicAlchFortifyLockpicking;MagicAlchBeneficial,0x3EB21,0x3EB21
Heather Extract,0x85A46D2,Damage Stamina Regen,0x73F2C,0.345,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Heather Extract,0x85A46D2,Fortify Speech,0xD6947,0.27,2.75,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Heather Extract,0x85A46D2,Slow,0x73F25,0.3,50,335,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Heather Extract,0x85A46D2,Fortify Lockpicking,0x3EB21,0.58,2.8,30,1,0,0,0,1,0,0,0,MagicAlchFortifyLockpicking;MagicAlchBeneficial,0x3EB21,0x3EB21
Histcarp,0x106E18,Damage Stamina Regen,0x73F2C,0.345,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Histcarp,0x106E18,Stamina,0x3EB16,4.7,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Histcarp,0x106E18,Waterbreathing,0x3AC2D,7.7,0,366,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Histcarp,0x106E18,Resist Disease,0x806AE45,0.015,100,500,0,1,0,0,1,0,0,1,MagicAlchResistDisease_CACO;MagicAlchBeneficial;MagicAlchDurationBased,0x806AE45,0x806AE45
Honeycomb,0xB08C5,Magicka Regeneration,0x3EB07,0.0252,5.53,240,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Honeycomb,0xB08C5,Fortify One-handed,0x3EB19,0.325,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19
Honeycomb,0xB08C5,Fatigue,0x73F23,23.6,0,233,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Honeycomb,0xB08C5,Fortify Illusion,0x3EB27,0.172,2.49,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Horker Tusk,0x1CCA131,Magicka Fortification,0x3EAF8,0.13,5.83,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Horker Tusk,0x1CCA131,Fortify Conjuration,0x3EB25,0.172,3.74,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Horker Tusk,0x1CCA131,Lingering Damage Undead,0x10DE5E,12.8,0.36,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Horker Tusk,0x1CCA131,Detect Life,0x804C7FF,18.6,0,233,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased;MagicAlchDetectLife_CACO,0x804C7FF,0x804C7FF
Horse Hair,0x1CC0641,Speed,0x80425F1,0.098,1.5,60,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Horse Hair,0x1CC0641,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Horse Hair,0x1CC0641,Resist Shock,0x3EAEC,0.365,0.55,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Horse Hair,0x1CC0641,Poison Aversion,0x90042,0.39,1.17,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Human Flesh,0x1016B3,Damage Health,0x3EB42,7.9,6.95,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
Human Flesh,0x1016B3,Paralysis,0x73F30,204,0,53,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful;MagicAlchDurationBased,0x73F30,0x73F30
Human Flesh,0x1016B3,Magicka,0x3EB17,4.7,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Human Flesh,0x1016B3,Fortify Sneak,0x3EB22,0.89,1.1,60,1,0,0,0,1,0,0,0,MagicAlchFortifySneak;MagicAlchBeneficial,0x3EB22,0x3EB22
Human Heart,0xB18CD,Stamina Regeneration,0x3EB08,0.0252,6.91,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Human Heart,0xB18CD,Detect Life,0x804C7FF,18.6,0,416,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased;MagicAlchDetectLife_CACO,0x804C7FF,0x804C7FF
Human Heart,0xB18CD,Damage Magicka,0x3A2B6,4.6,13.88,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Human Heart,0xB18CD,Damage Magicka Regen,0x73F2B,0.36,3.85,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Hunger Tongue,0xFE00480C,Fire Aversion,0x73F2D,0.32,4.9,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Hunger Tongue,0xFE00480C,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Hunger Tongue,0xFE00480C,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Hunger Tongue,0xFE00480C,Magicka Fortification,0x3EAF8,0.13,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Hydnum Azure Giant Spore,0xFE00480D,Resist Frost,0x3EAEB,0.365,2.5,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Hydnum Azure Giant Spore,0xFE00480D,Health Fortification,0x3EAF3,0.13,5.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Hydnum Azure Giant Spore,0xFE00480D,Stamina Regeneration,0x3EB08,0.0252,5.5,240,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Hydnum Azure Giant Spore,0xFE00480D,Light,0xFE004846,0.5,0,60,0,1,0,0,1,0,0,1,WISpellColorful;MagicAlchBeneficial,0xFE004846,0xFE004846
Hypha Facia,0xFE00480E,Poison Aversion,0x90042,0.39,3.9,39,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Hypha Facia,0xFE00480E,Frenzy,0x73F29,0.62,2.8,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29
Hypha Facia,0xFE00480E,Fatigue,0x73F23,23.6,0,333,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Hypha Facia,0xFE00480E,Drain Strength,0x80476F6,0.67,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Ice Wraith Teeth,0x3AD6A,Frost Aversion,0x73F2E,0.32,6.23,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Ice Wraith Teeth,0x3AD6A,Magicka Regeneration,0x3EB07,0.0252,8.3,180,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Ice Wraith Teeth,0x3AD6A,Etherealize,0x80425EF,174,0,53,0,1,1,0,1,0,0,1,MagicAlchDurationBased;MagicAlchBeneficial;MagicAlchEtherealize_CACO,0x80425EF,0x80425EF
Ice Wraith Teeth,0x3AD6A,Fortify Heavy Armor,0x3EB1E,0.51,1.4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHeavyArmor;MagicAlchBeneficial,0x3EB1E,0x3EB1E
Imp Gall,0xFE00480F,Fortify Speech,0xD6947,0.27,3.85,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Imp Gall,0xFE00480F,Resist Paralysis,0x806AE49,19,0,414,0,1,1,0,1,0,0,1,MagicAlchResistParalysis_CACO;MagicAlchDurationBased;MagicAlchBeneficial,0x806AE49,0x806AE49
Imp Gall,0xFE00480F,Lingering Damage Health,0x10AA4A,12.4,0.52,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Imp Gall,0xFE00480F,Fire Aversion,0x73F2D,0.32,4.9,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Imp Gall,0x80D0417,Fortify Speech,0xD6947,0.27,3.85,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Imp Gall,0x80D0417,Resist Paralysis,0x806AE49,19,0,414,0,1,1,0,1,0,0,1,MagicAlchResistParalysis_CACO;MagicAlchDurationBased;MagicAlchBeneficial,0x806AE49,0x806AE49
Imp Gall,0x80D0417,Lingering Damage Health,0x10AA4A,12.4,0.52,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Imp Gall,0x80D0417,Fire Aversion,0x73F2D,0.32,4.9,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Imp Stool,0x4DA23,Lingering Damage Health,0x10AA4A,12.4,0.4,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Imp Stool,0x4DA23,Health Regeneration,0x3EB06,0.0252,4.15,240,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Imp Stool,0x4DA23,Health,0x3EB15,5.3,6.48,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Imp Stool,0x4DA23,Damage Health,0x3EB42,7.9,4.17,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
Ironwood Extract,0x85A46D0,Health Fortification,0x3EAF3,0.13,5.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Ironwood Extract,0x85A46D0,Fortify Conjuration,0x3EB25,0.172,4.15,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Ironwood Extract,0x85A46D0,Resist Fire,0x3EAEA,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Ironwood Extract,0x85A46D0,Fatigue,0x73F23,23.6,0,333,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Ironwood Nuts,0x1CCA115,Health Fortification,0x3EAF3,0.13,4.16,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Ironwood Nuts,0x1CCA115,Fortify Conjuration,0x3EB25,0.172,2.91,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Ironwood Nuts,0x1CCA115,Resist Fire,0x3EAEA,0.365,1.21,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Ironwood Nuts,0x1CCA115,Fatigue,0x73F23,23.6,0,167,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Jarrin Root,0x1BCBC,Damage Health,0x3EB42,7.9,208.5,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
Jarrin Root,0x1BCBC,Damage Stamina,0x3A2C6,4.6,27.75,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageStamina,0x3A2C6,0x3A2C6
Jarrin Root,0x1BCBC,Damage Magicka,0x3A2B6,4.6,27.75,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Jarrin Root,0x1BCBC,Drain Strength,0x80476F6,0.67,4.13,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Jazbay Extract,0x85A46CE,Magicka Fortification,0x3EAF8,0.13,5.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Jazbay Extract,0x85A46CE,Magic Aversion,0x73F51,0.43,4.15,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Jazbay Extract,0x85A46CE,Ravage Health,0x73F26,0.55,6.95,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Jazbay Extract,0x85A46CE,Magicka Regeneration,0x3EB07,0.0252,5.53,240,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Jazbay Grapes,0x6AC4A,Magicka Fortification,0x3EAF8,0.13,3.61,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Jazbay Grapes,0x6AC4A,Magic Aversion,0x73F51,0.43,2.08,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Jazbay Grapes,0x6AC4A,Ravage Health,0x73F26,0.55,2.78,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Jazbay Grapes,0x6AC4A,Magicka Regeneration,0x3EB07,0.0252,2.77,180,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Juniper Berries,0x5076E,Fortify Archery,0x3EB1B,0.325,1.96,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Juniper Berries,0x5076E,Damage Stamina Regen,0x73F2C,0.345,1.68,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Juniper Berries,0x5076E,Health Regeneration,0x3EB06,0.0252,2.77,180,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Juniper Berries,0x5076E,Fire Aversion,0x73F2D,0.32,2.67,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Juniper Berry Extract,0x85A46CC,Fortify Archery,0x3EB1B,0.325,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Juniper Berry Extract,0x85A46CC,Damage Stamina Regen,0x73F2C,0.345,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Juniper Berry Extract,0x85A46CC,Health Regeneration,0x3EB06,0.0252,5.53,240,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Juniper Berry Extract,0x85A46CC,Fire Aversion,0x73F2D,0.32,4.45,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Juvenile Mudcrab,0x50008F2,Stamina Regeneration,0x3EB08,0.0252,5.53,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Juvenile Mudcrab,0x50008F2,Feather,0x3EB01,0.047,3.31,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Juvenile Mudcrab,0x50008F2,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Juvenile Mudcrab,0x50008F2,Fortify Two-handed,0x3EB1A,0.325,1.68,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
